# Spaceport America 30 MPH Case (Data loaded from a file)
# 3333 data points written for 54 variables.
# Simulation warnings:
#   Discontinuity in rocket body diameter:  &quot;Upper Body Tube, Middle Body tube&quot;
#   Discontinuity in rocket body diameter:  &quot;Middle Body tube, Booster Tube (CF)&quot;
#   Recovery device deployment at high speed (105 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.098,1.4304461942,32.2703412073,11.1965859901,32.4507874016,11.2581768494,0.1509186352,0,0.1509186352,0,3.3923884514,1.1768544814,33.0023689995,-107.0285161304,0.9984041441,50.8786522076,0,0,0,60.8056965332,17.559819183,14.911,0.11,NaN,71.4173228346,NaN,0.051,2.469e6,3314.277,0.627,0.419,0.2,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.019716213e-4,6.4173228346,210,83.9956127662,0,46.0892388451,39.749,836,1165.967847769,0.002,0.057
0.1,1.4960629921,32.9921259843,11.1907736077,33.1725721785,11.2524664386,0.157480315,0,0.157480315,0,3.467847769,1.1762426517,33.0023689995,-107.0285161304,0.9984041441,50.362990192,0,0,0,60.7990826653,17.5532053152,14.91,0.11,NaN,71.4173228346,NaN,0.051,2.489e6,3312.366,0.658,0.419,0.207,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.019716213e-4,6.4173228346,210,83.9956127662,0,46.1154855643,39.749,836,1165.967847769,0.002,0.059
0.102,1.5649606299,33.7106299213,11.1850631969,33.8976377953,11.2466540562,0.1640419948,0,0.1640419948,0,3.5433070866,1.1756308219,33.0023689995,-107.0285161304,0.9984041441,49.9619197354,0,0,0,60.7902641749,17.5465914473,14.908,0.11,NaN,71.3779527559,NaN,0.052,2.517e6,3310.455,0.688,0.419,0.211,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.019716213e-4,6.4173228346,210,83.9956127662,0,46.3615485564,39.749,836,1165.967847769,0.002,0.06
0.104,1.6305774278,34.4324146982,11.1793527861,34.6194225722,11.2409436454,0.1706036745,0,0.1706036745,0,3.6187664042,1.1750189922,33.0023689995,-107.0285161304,0.9984041441,49.5608492788,0,0,0,60.783650307,17.5399775794,14.906,0.11,NaN,71.3779527559,NaN,0.052,2.545e6,3308.544,0.72,0.419,0.216,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.019716213e-4,6.4173228346,210,83.9956127662,0,46.6108923885,39.749,836,1165.967847769,0.002,0.061
0.106,1.7027559055,35.1509186352,11.1735404037,35.344488189,11.235131263,0.1804461942,0,0.1804461942,0,3.6942257218,1.1744071625,33.0023689995,-107.0285161304,0.9984041441,49.2170746017,0,0,0,60.7770364391,17.5311590889,14.905,0.11,NaN,71.3779527559,NaN,0.053,2.573e6,3306.633,0.752,0.419,0.221,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.019716213e-4,6.4173228346,210,83.9956127662,0,46.8602362205,39.749,836,1165.967847769,0.002,0.062
0.108,1.7716535433,35.8694225722,11.1678299929,36.0662729659,11.2293188806,0.187007874,0,0.187007874,0,3.7696850394,1.1737953328,33.0023689995,-107.0285161304,0.9984041441,48.8160041451,0,0,0,60.7704225713,17.5245452211,14.903,0.11,NaN,71.3779527559,NaN,0.053,2.601e6,3304.721,0.784,0.419,0.226,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.019716213e-4,6.4173228346,210,83.9956127662,0,47.1095800525,39.749,836,1165.967847769,0.002,0.063
0.11,1.843832021,36.5879265092,11.1621195821,36.7880577428,11.2236084698,0.1935695538,0,0.1935695538,0,3.845144357,1.173183503,33.0023689995,-107.0285161304,0.9984041441,48.4722294681,0,0,0,60.7638087034,17.5179313532,14.902,0.11,NaN,71.3779527559,NaN,0.054,2.63e6,3302.81,0.818,0.419,0.23,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.019716213e-4,6.4173228346,210,83.9956127662,0,47.3556430446,39.749,836,1165.967847769,0.002,0.064
0.112,1.9192913386,37.3031496063,11.157836774,37.5098425197,11.2193256617,0.2001312336,0,0.2001312336,0,3.9206036745,1.1727756165,33.0023689995,-107.0285161304,0.9984041441,48.0711590115,0,0,0,60.7571948355,17.5113174853,14.9,0.11,NaN,71.3779527559,NaN,0.055,2.658e6,3301.307,0.852,0.419,0.235,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.019716213e-4,6.4173228346,210,83.9956127662,0,47.6049868766,39.749,836,1165.967847769,0.002,0.065
0.114,1.9947506562,38.0216535433,11.1626294402,38.2316272966,11.2241183279,0.2099737533,0,0.2099737533,0,3.9960629921,1.1732854747,33.0023689995,-107.0285161304,0.9984041441,47.7273843344,0,0,0,60.748376345,17.5047036175,14.898,0.11,NaN,71.3779527559,NaN,0.055,2.687e6,3302.251,0.886,0.419,0.239,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.019716213e-4,6.4173228346,210,83.9956127662,0,47.8543307087,39.749,836,1165.967847769,0.002,0.066
0.116,2.0702099738,38.7401574803,11.1688497091,38.9534120735,11.2304405684,0.2165354331,0,0.2165354331,0,4.0715223097,1.1738973044,33.0023689995,-107.0285161304,0.9984041441,47.3836096573,0,0,0,60.7417624772,17.495885127,14.897,0.11,NaN,71.3779527559,NaN,0.056,2.716e6,3303.602,0.922,0.419,0.243,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.019716213e-4,6.4173228346,210,83.9956127662,0,48.1003937008,39.749,836,1165.967847769,0.002,0.067
0.118,2.1489501312,39.4619422572,11.1751719496,39.6784776903,11.2366608373,0.2263779528,0,0.2263779528,0,4.1469816273,1.1745091341,33.0023689995,-107.0285161304,0.9984041441,47.0971307598,0,0,0,60.7351486093,17.4892712591,14.895,0.11,NaN,71.3779527559,NaN,0.056,2.744e6,3304.954,0.958,0.419,0.248,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.019716213e-4,6.4173228346,210,83.9956127662,0,48.3497375328,39.749,836,1165.967847769,0.002,0.068
0.12,2.2276902887,40.1804461942,11.1813922185,40.4002624672,11.2429830778,0.2329396325,0,0.2329396325,0,4.2224409449,1.1752229355,33.0023689995,-107.0285161304,0.9984041441,46.7533560827,0,0,0,60.7285347414,17.4826573913,14.893,0.11,NaN,71.3779527559,NaN,0.057,2.773e6,3306.306,0.995,0.419,0.252,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,48.5990813648,39.749,836,1165.967847769,0.002,0.069
0.122,2.3097112861,40.8989501312,11.1877144591,41.125328084,11.2493053183,0.2427821522,0,0.2427821522,0,4.2979002625,1.1758347652,33.0023689995,-107.0285161304,0.9984041441,46.4095814056,0,0,0,60.719716251,17.4760435234,14.892,0.11,NaN,71.3779527559,NaN,0.058,2.802e6,3307.657,1.033,0.419,0.256,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,48.8484251969,39.749,836,1165.967847769,0.002,0.07
0.124,2.3917322835,41.6207349081,11.193934728,41.8503937008,11.2556275589,0.2526246719,0,0.2526246719,0,4.3733595801,1.1765485665,33.0023689995,-107.0285161304,0.9984041441,46.123102508,0,0,0,60.7131023831,17.4672250329,14.89,0.109,NaN,71.3779527559,NaN,0.058,2.831e6,3309.009,1.071,0.419,0.26,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,49.094488189,39.749,836,1165.967847769,0.002,0.071
0.126,2.4770341207,42.342519685,11.2002569685,42.5754593176,11.2619497994,0.2591863517,0,0.2591863517,0,4.4488188976,1.1771603963,33.0023689995,-107.0285161304,0.9984041441,45.779327831,0,0,0,60.7064885152,17.460611165,14.888,0.109,NaN,71.3779527559,NaN,0.059,2.861e6,3310.36,1.11,0.419,0.264,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,49.343832021,39.749,836,1165.967847769,0.002,0.072
0.128,2.562335958,43.061023622,11.2064772374,43.3005249344,11.2681700683,0.2690288714,0,0.2690288714,0,4.5275590551,1.1778741976,33.0023689995,-107.0285161304,0.9984041441,45.4928489334,0,0,0,60.6998746474,17.4539972972,14.887,0.109,NaN,71.3385826772,NaN,0.059,2.89e6,3311.712,1.15,0.419,0.268,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,49.593175853,39.749,836,1165.967847769,0.002,0.073
0.13,2.6476377953,43.782808399,11.2126975063,44.0255905512,11.2744923088,0.2788713911,0,0.2788713911,0,4.6030183727,1.1784860273,33.0023689995,-107.0285161304,0.9984041441,45.2063700358,0,0,0,60.6910561569,17.4473834293,14.885,0.109,NaN,71.3385826772,NaN,0.06,2.919e6,3313.064,1.19,0.419,0.272,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,49.842519685,39.748,836,1165.9645669291,0.002,0.075
0.132,2.7362204724,44.5045931759,11.2190197468,44.750656168,11.2808145493,0.2887139108,0,0.2887139108,0,4.6784776903,1.1791998287,33.0023689995,-107.0285161304,0.9984041441,44.9198911383,0,0,0,60.684442289,17.4407695614,14.883,0.109,NaN,71.3385826772,NaN,0.061,2.949e6,3314.415,1.231,0.419,0.276,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,50.0885826772,39.748,836,1165.9645669291,0.002,0.076
0.134,2.8248031496,45.2263779528,11.2252400157,45.4757217848,11.2871367898,0.2985564304,0,0.2985564304,0,4.7539370079,1.1798116584,33.0023689995,-107.0285161304,0.9984041441,44.6334122407,0,0,0,60.6778284211,17.431951071,14.882,0.109,NaN,71.3385826772,NaN,0.061,2.979e6,3315.767,1.273,0.419,0.279,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,50.3379265092,39.748,836,1165.9645669291,0.002,0.077
0.136,2.9166666667,45.9514435696,11.2315622562,46.2040682415,11.2933570587,0.3051181102,0,0.3051181102,0,4.8293963255,1.1805254598,33.0023689995,-107.0285161304,0.9984041441,44.3469333431,0,0,0,60.6712145533,17.4253372031,14.88,0.109,NaN,71.3385826772,NaN,0.062,3.008e6,3317.119,1.316,0.419,0.283,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,50.5872703412,39.748,836,1165.9645669291,0.002,0.078
0.138,3.0118110236,46.6732283465,11.2377825251,46.9291338583,11.2996792993,0.3149606299,0,0.3149606299,0,4.904855643,1.1811372895,33.0023689995,-107.0285161304,0.9984041441,44.0604544456,0,0,0,60.6623960628,17.4187233352,14.878,0.109,NaN,71.3385826772,NaN,0.062,3.038e6,3318.47,1.359,0.419,0.287,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,50.8366141732,39.748,836,1165.9645669291,0.002,0.08
0.14,3.1036745407,47.3982939633,11.244002794,47.657480315,11.3060015398,0.3248031496,0,0.3248031496,0,4.9803149606,1.1817491192,33.0023689995,-107.0285161304,0.9984041441,43.773975548,0,0,0,60.6557821949,17.4121094674,14.877,0.109,NaN,71.3385826772,NaN,0.063,3.068e6,3319.822,1.403,0.419,0.29,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,51.0826771654,39.748,836,1165.9645669291,0.002,0.081
0.142,3.1988188976,48.1200787402,11.2503250345,48.3858267717,11.3122218087,0.3379265092,0,0.3379265092,0,5.0590551181,1.1824629206,33.0023689995,-107.0285161304,0.9984041441,43.5447924299,0,0,0,60.6491683271,17.4032909769,14.875,0.109,NaN,71.3385826772,NaN,0.064,3.098e6,3321.174,1.448,0.419,0.294,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,51.3320209974,39.748,836,1165.9645669291,0.002,0.082
0.144,3.2972440945,48.845144357,11.2565453034,49.1141732283,11.3185440492,0.3477690289,0,0.3477690289,0,5.1345144357,1.1830747503,33.0023689995,-107.0285161304,0.9984041441,43.2583135324,0,0,0,60.6425544592,17.396677109,14.873,0.109,NaN,71.3385826772,NaN,0.064,3.128e6,3322.525,1.493,0.419,0.297,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,51.5813648294,39.748,836,1165.9645669291,0.002,0.083
0.146,3.3956692913,49.5702099738,11.2627655723,49.842519685,11.3248662897,0.3576115486,0,0.3576115486,0,5.2099737533,1.1837885516,33.0023689995,-107.0285161304,0.9984041441,43.0291304143,0,0,0,60.6359405913,17.3900632411,14.872,0.109,NaN,71.3385826772,NaN,0.065,3.158e6,3323.877,1.54,0.419,0.3,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,51.8307086614,39.748,836,1165.9645669291,0.002,0.085
0.148,3.4940944882,50.2952755906,11.2690878129,50.5708661417,11.3310865586,0.3674540682,0,0.3674540682,0,5.2854330709,1.1844003814,33.0023689995,-107.0285161304,0.9984041441,42.7426515168,0,0,0,60.6271221008,17.3834493733,14.87,0.109,NaN,71.3385826772,NaN,0.065,3.188e6,3325.229,1.586,0.419,0.304,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.0767716535,39.748,836,1165.9645669291,0.002,0.086
0.15,3.5958005249,51.0203412073,11.2753080818,51.3024934383,11.3374087991,0.3772965879,0,0.3772965879,0,5.3608923885,1.1851141827,33.0023689995,-107.0285161304,0.9984041441,42.5134683987,0,0,0,60.620508233,17.3746308828,14.868,0.109,NaN,71.3385826772,NaN,0.066,3.218e6,3326.58,1.634,0.419,0.307,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.3261154856,39.748,836,1165.9645669291,0.002,0.087
0.152,3.6975065617,51.7454068241,11.2815283507,52.030839895,11.3437310397,0.3904199475,0,0.3904199475,0,5.4396325459,1.1857260125,33.0023689995,-107.0285161304,0.9984041441,42.1123979421,0,0,0,60.6138943651,17.3680170149,14.867,0.109,NaN,71.2992125984,NaN,0.067,3.24e6,3327.932,1.683,0.419,0.312,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.3097112861,39.748,836,1165.9645669291,0.002,0.088
0.154,3.8024934383,52.4737532808,11.2877486196,52.7624671916,11.3499513086,0.4002624672,0,0.4002624672,0,5.5150918635,1.1864398138,33.0023689995,-107.0285161304,0.9984041441,41.768623265,0,0,0,60.6072804972,17.3614031471,14.865,0.109,NaN,71.2992125984,NaN,0.067,3.262e6,3329.283,1.733,0.419,0.317,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.2900262467,39.748,836,1165.9645669291,0.002,0.089
0.156,3.907480315,53.1988188976,11.2940708601,53.4908136483,11.3562735491,0.4101049869,0,0.4101049869,0,5.5905511811,1.1870516435,33.0023689995,-107.0285161304,0.9984041441,41.424848588,0,0,0,60.5984620068,17.3547892792,14.863,0.109,NaN,71.2992125984,NaN,0.067,3.285e6,3330.635,1.784,0.419,0.322,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.2736220472,39.748,836,1165.9645669291,0.002,0.09
0.158,4.0157480315,53.9271653543,11.300291129,54.2224409449,11.362493818,0.4232283465,0,0.4232283465,0,5.6692913386,1.1876634733,33.0023689995,-107.0285161304,0.9984041441,41.0237781314,0,0,0,60.5918481389,17.3459707887,14.862,0.109,NaN,71.2992125984,NaN,0.068,3.307e6,3331.987,1.835,0.419,0.326,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.2539370079,39.748,836,1165.9645669291,0.002,0.091
0.16,4.124015748,54.655511811,11.3065113979,54.9540682415,11.3688160585,0.4330708661,0,0.4330708661,0,5.7447506562,1.1883772746,33.0023689995,-107.0285161304,0.9984041441,40.6800034543,0,0,0,60.585234271,17.3393569208,14.86,0.109,NaN,71.2992125984,NaN,0.068,3.33e6,3333.338,1.887,0.419,0.331,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.2375328084,39.748,836,1165.9645669291,0.002,0.092
0.162,4.2355643045,55.3805774278,11.3127316668,55.6856955381,11.3750363274,0.4461942257,0,0.4461942257,0,5.8202099738,1.1889891043,33.0023689995,-107.0285161304,0.9984041441,40.3362287772,0,0,0,60.5786204032,17.332743053,14.858,0.109,NaN,71.2992125984,NaN,0.069,3.352e6,3334.69,1.939,0.419,0.336,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.217847769,39.747,836,1165.9645669291,0.002,0.094
0.164,4.3471128609,56.1089238845,11.3189519357,56.4206036745,11.3813585679,0.4560367454,0,0.4560367454,0,5.8989501312,1.1897029057,33.0023689995,-107.0285161304,0.9984041441,39.9924541001,0,0,0,60.5698019127,17.3261291851,14.857,0.109,NaN,71.2992125984,NaN,0.069,3.375e6,3336.042,1.992,0.419,0.34,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.2014435696,39.747,836,1165.9645669291,0.002,0.095
0.166,4.4586614173,56.8372703412,11.3252741762,57.1522309711,11.3875788368,0.469160105,0,0.469160105,0,5.9744094488,1.1903147354,33.0023689995,-107.0285161304,0.9984041441,39.6486794231,0,0,0,60.5631880448,17.3195153172,14.855,0.109,NaN,71.2992125984,NaN,0.07,3.398e6,3337.393,2.046,0.419,0.345,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.1817585302,39.747,836,1165.9645669291,0.002,0.097
0.168,4.5734908136,57.5688976378,11.3314944451,57.8838582677,11.3939010773,0.4822834646,0,0.4822834646,0,6.0498687664,1.1910285368,33.0023689995,-107.0285161304,0.9984041441,39.304904746,0,0,0,60.5565741769,17.3106968268,14.853,0.109,NaN,71.2992125984,NaN,0.07,3.421e6,3338.745,2.101,0.419,0.349,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.1653543307,39.747,836,1165.9645669291,0.002,0.098
0.17,4.68832021,58.2972440945,11.337714714,58.6187664042,11.4001213462,0.4921259843,0,0.4921259843,0,6.1286089239,1.1916403665,33.0023689995,-107.0285161304,0.9984041441,38.9611300689,0,0,0,60.5499603091,17.3040829589,14.852,0.109,NaN,71.2992125984,NaN,0.071,3.444e6,3340.097,2.156,0.419,0.354,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.1489501312,39.747,836,1165.9645669291,0.002,0.099
0.172,4.8064304462,59.0288713911,11.3439349829,59.3536745407,11.4064435867,0.5052493438,0,0.5052493438,0,6.2040682415,1.1922521962,33.0023689995,-107.0285161304,0.9984041441,38.6746511713,0,0,0,60.5411418186,17.297469091,14.85,0.109,NaN,71.2992125984,NaN,0.071,3.468e6,3341.448,2.212,0.419,0.358,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.1292650919,39.747,836,1165.9645669291,0.002,0.1
0.174,4.9245406824,59.7572178478,11.3501552518,60.0853018373,11.4126638556,0.5183727034,0,0.5183727034,0,6.2795275591,1.1929659976,33.0023689995,-107.0285161304,0.9984041441,38.3308764943,0,0,0,60.5345279507,17.2908552232,14.848,0.109,NaN,71.2992125984,NaN,0.072,3.491e6,3342.8,2.269,0.419,0.362,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.1128608924,39.747,836,1165.9645669291,0.002,0.101
0.176,5.0459317585,60.4888451444,11.3563755207,60.8202099738,11.4189860962,0.531496063,0,0.531496063,0,6.3582677165,1.1935778273,33.0023689995,-107.0285161304,0.9984041441,38.0443975967,0,0,0,60.5279140829,17.2820367327,14.847,0.109,NaN,71.2992125984,NaN,0.072,3.515e6,3344.152,2.326,0.419,0.366,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.093175853,39.747,836,1165.9645669291,0.002,0.102
0.178,5.1673228346,61.2204724409,11.3626977612,61.5583989501,11.4252063651,0.5446194226,0,0.5446194226,0,6.4337270341,1.1942916286,33.0023689995,-107.0285161304,0.9984041441,37.7006229196,0,0,0,60.521300215,17.2754228648,14.845,0.109,NaN,71.2598425197,NaN,0.073,3.539e6,3345.503,2.385,0.419,0.371,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.0767716535,39.747,836,1165.9645669291,0.002,0.102
0.18,5.2919947507,61.9520997375,11.3689180301,62.2933070866,11.4315286056,0.5544619423,0,0.5544619423,0,6.5124671916,1.1949034584,33.0023689995,-107.0285161304,0.9984041441,37.414144022,0,0,0,60.5146863471,17.2688089969,14.843,0.109,NaN,71.2598425197,NaN,0.073,3.562e6,3346.855,2.443,0.419,0.375,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.0570866142,39.747,836,1165.9612860892,0.002,0.103
0.182,5.4166666667,62.6837270341,11.375138299,63.0282152231,11.4377488745,0.5675853018,0,0.5675853018,0,6.5879265092,1.1956172597,33.0023689995,-107.0285161304,0.9984041441,37.070369345,0,0,0,60.5058678566,17.2621951291,14.842,0.109,NaN,71.2598425197,NaN,0.074,3.586e6,3348.206,2.503,0.419,0.379,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.0406824147,39.747,836,1165.9612860892,0.002,0.103
0.184,5.5413385827,63.4153543307,11.3813585679,63.7631233596,11.444071115,0.5839895013,0,0.5839895013,0,6.6666666667,1.1962290894,33.0023689995,-107.0285161304,0.9984041441,36.7838904474,0,0,0,60.4992539888,17.2533766386,14.84,0.109,NaN,71.2598425197,NaN,0.074,3.611e6,3349.558,2.563,0.419,0.383,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.0209973753,39.747,836,1165.9612860892,0.002,0.104
0.186,5.6692913386,64.1469816273,11.3875788368,64.501312336,11.4502913839,0.5971128609,0,0.5971128609,0,6.7421259843,1.1968409192,33.0023689995,-107.0285161304,0.9984041441,36.4974115498,0,0,0,60.4926401209,17.2467627707,14.838,0.109,NaN,71.2598425197,NaN,0.075,3.635e6,3350.91,2.623,0.419,0.386,0.288,0.065,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,52.0045931759,39.747,836,1165.9612860892,0.002,0.105
0.188,5.7972440945,64.8818897638,11.3937991057,65.2395013123,11.4565116528,0.6102362205,0,0.6102362205,0,6.8208661417,1.1975547205,33.0023689995,-107.0285161304,0.9984041441,36.2109326523,0,0,0,60.486026253,17.2401489029,14.836,0.109,NaN,71.2598425197,NaN,0.075,3.659e6,3352.261,2.684,0.419,0.39,0.288,0.065,0.067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,51.9881889764,39.747,836,1165.9612860892,0.002,0.106
0.19,5.9284776903,65.6135170604,11.4000193746,65.9776902887,11.4628338933,0.6233595801,0,0.6233595801,0,6.8963254593,1.1981665502,33.0023689995,-107.0285161304,0.9984041441,35.9244537547,0,0,0,60.4772077626,17.233535035,14.835,0.109,NaN,71.2598425197,NaN,0.076,3.683e6,3353.613,2.746,0.419,0.394,0.288,0.065,0.067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,51.968503937,39.746,836,1165.9612860892,0.002,0.106
0.192,6.0597112861,66.3484251969,11.4062396435,66.7125984252,11.4690541622,0.6364829396,0,0.6364829396,0,6.9750656168,1.1988803516,33.0023689995,-107.0285161304,0.9984041441,35.5806790776,0,0,0,60.4705938947,17.2269211671,14.833,0.109,NaN,71.2598425197,NaN,0.076,3.708e6,3354.965,2.809,0.419,0.398,0.288,0.065,0.067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039432426e-4,6.4173228346,210,83.9956127662,0,51.9520997375,39.746,836,1165.9612860892,0.002,0.107
0.194,6.1942257218,67.0833333333,11.4124599124,67.4540682415,11.4753764027,0.6496062992,0,0.6496062992,0,7.0505249344,1.1994921813,33.0023689995,-107.0285161304,0.9984041441,35.3514959596,0,0,0,60.4639800268,17.2181026766,14.831,0.109,NaN,71.2598425197,NaN,0.077,3.733e6,3356.316,2.872,0.419,0.401,0.288,0.065,0.067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0591486389e-4,6.4173228346,210,83.9956127662,0,51.9324146982,39.746,836,1165.9612860892,0.002,0.108
