# Spaceport America 0 MPH Case (Up to date)
# 1050 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.89,1363.0648326236,252.9538062591,-20.748936431,253.9806116659,20.7734823536,113.2495392966,0.0259564907,113.2495422711,2.2919731461e-4,22.8149731808,1.0095573669,0.5759586571,1.8675234948,9.7872082447,3.8694433782e-5,0,-0.00366045,-3.4944878012e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.8209837859,66.6121170688,2.9369139866,0.7707990917,3.9963318692e7,0,263.1231407321,0.4494788372,0.449478844,0.2924681937,0.0412416218,0.1157690217,4.1710063586e-4,0.0010095306,-2.7136894811e-4,0,0,0,0,-8.9090400887e-7,0.0311172858,6.2,194.7783549651,1.4808056136,4.552525933e-4,0,-2.9635355751,722.7092973891,329.5029974415,0.05,0.1369094
5.94,1375.6866362823,251.9193276154,-20.6304218882,252.9458082257,20.6546577508,114.3890306261,0.0264782252,114.3890336907,2.3147520856e-4,22.7647594481,1.000289718,0.5759586572,1.8675237081,9.7871693227,4.0530147679e-5,5.0454684459e-9,-0.0032446599,1.1112578552e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.8028666937,66.6121170688,2.933991875,0.7677744401,3.9758435494e7,0,260.281754839,0.4488514168,0.4488514243,0.2926128953,0.0408245918,0.1154139297,4.3658959245e-4,0.0015862037,-2.1694944262e-4,0,0,0,0,-7.0574283398e-7,0.0309906956,6.2,194.7783549651,1.4806349748,3.8363690221e-4,0,-3.0455772969,721.5546574048,329.4532801581,0.05,0.1373835
5.99,1388.2568636604,250.890744459,-20.5131619221,251.9169123661,20.5373381148,115.526020292,0.0269997607,115.5260234471,2.3371150594e-4,22.7148647552,0.9962152364,0.5759586573,1.8675239209,9.7871305603,2.5724147809e-5,-2.5340286044e-8,-0.0024186801,0.0016371691,23.9147620156,3.342,13.7391303797,0.1132905588,84.7858471319,66.6121170688,2.9312467844,0.7647663379,3.955494435e7,0,257.4814459629,0.4482356797,0.4482356827,0.2927562409,0.0404172735,0.1150621654,2.7690216312e-4,6.9333777017e-4,-1.1455268441e-4,0,0,0,0,-3.9537145627e-7,0.0308648323,6.2,194.7783549651,1.4804842093,3.4272071166e-4,0,-3.1272837732,720.4047356041,329.4037660334,0.05,0.1378659
6.04,1400.7758078724,249.8679891336,-20.3973104116,250.8938392006,20.4215730671,116.6605189649,0.027518246,116.6605222105,2.3588310501e-4,22.6650955246,0.9951756169,0.5759586574,1.8675241332,9.7870919565,1.4388234395e-5,-1.8971826354e-8,0.0019905109,0.0019004063,23.9147620156,3.342,13.7391303797,0.1132905588,84.7688271467,66.6121170688,2.9285016255,0.7617745432,3.935282712e7,0,254.7212815459,0.4476312771,0.4476312781,0.2928982512,0.0400193482,0.1147136777,1.5477106793e-4,8.9235561453e-4,-3.8538278829e-4,0,0,0,0,2.6996794239e-7,0.0307396857,6.2,194.7783549651,1.480343963,3.5677729741e-4,0,-3.208656909,719.2595051752,329.3544539131,0.05,0.138325
6.09,1413.2437584114,248.8509816698,-20.2833963463,249.8765057776,20.3075857603,117.792530832,0.0280348108,117.7925341681,2.3800159509e-4,22.6154164591,0.9908945812,0.5759586574,1.8675243451,9.7870535103,2.8236878725e-5,-1.9583040089e-8,0.0030952804,2.5853898881e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.7506216501,66.6121170688,2.925565255,0.7587988195,3.9152066053e7,0,252.0003005613,0.4470377729,0.4470377765,0.2930389465,0.0396304093,0.114368417,3.0354543396e-4,0.0013580601,-1.3105731925e-4,0,0,0,0,6.5813084082e-7,0.0306152347,6.2,194.7783549651,1.480197371,4.3186210182e-4,0,-3.2896985855,718.1189396429,329.3053426572,0.05,0.1387931
6.14,1425.6610002439,247.839624361,-20.1713531968,248.8648311229,20.1953253564,118.922064676,0.0285533729,118.9220681038,2.4010155222e-4,22.5660090936,0.983705475,0.5759586575,1.8675245565,9.7870152211,3.3939768746e-5,-1.7725986733e-8,0.0035677277,-6.0490476519e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.7330435039,66.6121170688,2.9227300702,0.7558389362,3.8952643793e7,0,249.3176021736,0.4464548011,0.4464548064,0.2931783466,0.0392501198,0.1140263347,3.6461624697e-4,6.1533628419e-4,4.5217485471e-4,0,0,0,0,8.8149413031e-7,0.0304914695,6.2,194.7783549651,1.4800292196,5.269910272e-4,0,-3.370410655,716.983012939,329.2564311431,0.05,0.1422033
6.19,1438.0278133172,246.8338157295,-20.0612632564,247.8587361643,20.08481265,120.0491403203,0.02907872,120.0491438421,2.4222347049e-4,22.5171158325,0.972324917,0.5759586576,1.8675247674,9.7869770877,2.4976666581e-5,0,0.0033653532,-0.0020094544,23.9147620156,3.342,13.7391303797,0.1132905588,84.7164452755,66.6121170688,2.9200529366,0.7528946678,3.8754543367e7,0,246.6723217265,0.4458820167,0.4458820196,0.2933164708,0.0388781624,0.1136873835,2.6814561223e-4,8.4816901698e-4,3.1967691139e-4,0,0,0,0,7.9070761183e-7,0.0303683818,6.2,194.7783549651,1.4798422546,6.0022426345e-4,0,-3.4507949372,715.8516994521,329.207718268,0.05,0.1431572
6.24,1450.3444727634,245.8334643138,-19.9530369155,246.8581436218,19.9759913119,121.1737873262,0.0296141966,121.1737909449,2.4439440765e-4,22.4688872859,0.9573644761,0.5759586577,1.8675249779,9.7869391095,1.2851342311e-5,-2.0758186465e-8,-0.0021642219,-0.0033774172,23.9147620156,3.342,13.7391303797,0.1132905588,84.7001981898,66.6121170688,2.9174324389,0.7499657945,3.8557748168e7,0,244.0636299201,0.4453190913,0.445319092,0.2934533379,0.0385142362,0.1133515172,1.3787764882e-4,-4.8570825884e-5,-8.9089627302e-5,0,0,0,0,-3.2966416665e-7,0.0302459671,6.2,194.7783549651,1.4796446189,6.0443491871e-4,0,-3.5308532208,714.7249740095,329.1592029482,0.05,0.1437951
6.29,1462.611249405,244.8384916581,-19.8461457168,245.8629779233,19.868596716,122.2960403488,0.0301594472,122.2960440676,2.4661016451e-4,22.4213495557,0.9442646081,0.5759586578,1.8675251879,9.7869012855,2.9877515647e-5,0,-0.0035523487,-0.0013344589,23.9147620156,3.342,13.7391303797,0.1132905588,84.6825405152,66.6121170688,2.9145844268,0.7470521011,3.8362241937e7,0,241.4907273402,0.4447657123,0.4447657164,0.2935889663,0.0381580554,0.1130186906,3.2035427951e-4,0.0011938215,2.4394506097e-4,0,0,0,0,-8.9538122244e-7,0.0301242193,6.2,194.7783549651,1.4794477173,5.7771738648e-4,0,-3.6105872667,713.6028118282,329.1108841164,0.05,0.1442874
6.34,1474.8284105408,243.8488353769,-19.7402937966,244.8731651469,19.7624658568,123.4159314383,0.030712551,123.4159352598,2.4885401741e-4,22.3743713747,0.9358726229,0.5759586579,1.8675253975,9.7868636149,3.0167550806e-5,0,-0.0035766745,-5.0669687813e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.6659686808,66.6121170688,2.9119115503,0.7441533772,3.8168008748e7,0,238.9528350682,0.4442215822,0.4442215863,0.2937233739,0.0378093487,0.1126888596,3.2326115988e-4,8.5491070078e-4,-3.0222559103e-4,0,0,0,0,-9.1503885404e-7,0.0300031334,6.2,194.7783549651,1.479264215,5.0143336764e-4,0,-3.6899988123,712.4851884572,329.0627607198,0.05,0.1448209
6.39,1486.9962206367,242.864440567,-19.6356695648,243.88863295,19.6576704952,124.5334834227,0.0312692859,124.5334873485,2.5109138856e-4,22.3277582902,0.9297795635,0.5759586579,1.8675256067,9.7868260969,2.3632673223e-5,-2.5309827631e-8,-0.0030318399,0.0010541789,23.9147620156,3.342,13.7391303797,0.1132905588,84.6499407988,66.6121170688,2.9093264081,0.741269417,3.7975032994e7,0,236.4492063226,0.4436864172,0.4436864197,0.2938565785,0.0374678578,0.1123619809,2.5307549494e-4,4.3374242184e-4,-3.4178287731e-4,0,0,0,0,-6.628152543e-7,0.0298827027,6.2,194.7783549651,1.4790975132,4.1794552191e-4,0,-3.7690895764,711.3720797048,329.0148317167,0.05,0.1453298
6.44,1499.1149414147,241.8852530897,-19.5321100923,242.9093104915,19.5541151671,125.6487098421,0.0318251849,125.6487138725,2.5328699546e-4,22.2813253917,0.9274132378,0.575958658,1.8675258154,9.7867887306,1.2587133552e-5,-1.768077309e-8,4.2214373977e-4,0.0033233642,23.9147620156,3.342,13.7391303797,0.1132905588,84.6343287611,66.6121170688,2.9068083375,0.7384000192,3.7783299373e7,0,233.9791193535,0.4431599466,0.4431599474,0.2939885971,0.037133337,0.1120380125,1.3470583101e-4,3.6243485133e-4,4.5318661687e-4,0,0,0,0,1.2953748764e-8,0.0297629131,6.2,194.7783549651,1.4789405233,3.7108339314e-4,0,-3.84786126,710.2634616317,328.9670960765,0.05,0.1458119
6.49,1511.1848316287,240.9112056242,-19.4300844578,241.9351283779,19.4520117039,126.761618255,0.0323779775,126.7616223901,2.5542413555e-4,22.235047738,0.9233511203,0.5759586581,1.8675260237,9.7867515154,2.2351284818e-5,-2.1021272634e-8,0.0027866102,0.0018560168,23.9147620156,3.342,13.7391303797,0.1132905588,84.6177521091,66.6121170688,2.9041346839,0.7355449863,3.7592792879e7,0,231.5418773846,0.4426419121,0.4426419144,0.2941194466,0.0368055524,0.1117169131,2.3906036556e-4,9.8743542753e-4,2.5310914047e-4,0,0,0,0,5.6900707331e-7,0.0296437552,6.2,194.7783549651,1.4787806991,3.7066673671e-4,0,-3.926315545,709.1593105683,328.9195527798,0.05,0.1462559
6.54,1523.2061464241,239.9422233337,-19.3295690053,240.9660186642,19.3513341874,127.8722179941,0.0329279154,127.8722222336,2.5750640094e-4,22.1889975564,0.9175493997,0.5759586582,1.8675262315,9.7867144503,2.7544392396e-5,0,0.0033393286,7.907776992e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.6015906277,66.6121170688,2.9015279934,0.7327041253,3.7403498802e7,0,229.1368026084,0.4421320667,0.4421320702,0.2942491435,0.0364842811,0.1113986422,2.9443010121e-4,5.273350342e-4,-1.3772765269e-4,0,0,0,0,8.2370140505e-7,0.0295252147,6.2,194.7783549651,1.4786119896,4.2629182653e-4,0,-4.004454089,708.0596031848,328.8722008221,0.05,0.1467185
6.59,1535.1791371733,238.9782311977,-19.2305216978,240.0019148202,19.2520490503,128.9805227142,0.0334775873,128.9805270588,2.5955536389e-4,22.143263783,0.9101801271,0.5759586583,1.867526439,9.7866775345,2.7985380464e-5,0,0.0036510012,-4.7736056194e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.5858521723,66.6121170688,2.8989895328,0.7298772471,3.721540272e7,0,226.7632406597,0.4416301745,0.441630178,0.2943777038,0.0361693103,0.1110831604,2.9896635208e-4,0.0010523374,-4.2311482313e-4,0,0,0,0,9.9256197006e-7,0.0294072853,6.2,194.7783549651,1.4784327103,4.9239562188e-4,0,-4.0822785269,706.9643164718,328.8250392127,0.05,0.1472298
6.64,1547.1040514488,238.0191519487,-19.1329733993,239.0427516885,19.1541588267,130.0865513948,0.0340302937,130.0865558459,2.6159731771e-4,22.0979736732,0.9006271491,0.5759586584,1.867526646,9.7866407674,1.8717554932e-5,-1.2866921494e-8,0.0039548566,-6.992528868e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.5708045831,66.6121170688,2.8965625023,0.7270641667,3.7028490494e7,0,224.4205578001,0.4411360096,0.4411360112,0.2945051433,0.0358604374,0.110770429,1.9983683885e-4,9.3073238499e-4,-4.6436965394e-4,0,0,0,0,1.1740143552e-6,0.0292899547,6.2,194.7783549651,1.4782379089,5.3383114044e-4,0,-4.1597904678,705.8734277848,328.7780669765,0.05,0.1477007
6.69,1558.9811329976,237.0649106582,-19.0368803705,238.0884654327,19.057631386,131.1903293084,0.0345878386,131.1903338679,2.6364624581e-4,22.0532425443,0.8891005608,0.5759586584,1.8675268525,9.7866041481,9.3723447284e-7,-2.6892281321e-8,0,0,23.9147620156,3.342,13.7391303797,0.1132905588,84.5563808706,66.6121170688,2.8942360971,0.7242647026,3.6842748257e7,0,222.1081418095,0.440649356,0.440649356,0.2946314773,0.0355574684,0.1104604103,1.0000101045e-5,-4.6416255117e-5,2.384909353e-4,0,0,0,0,0,0.0291732198,6.2,194.7783549651,1.4780350145,5.4790486728e-4,0,-4.2369914955,704.7869148316,328.7312831537,0.05,0.1482049
6.74,1570.8106220822,236.1154436707,-18.9419574686,237.1389934796,18.962314055,132.2918849964,0.0351503989,132.2918896662,2.6570335784e-4,22.0090774169,0.8784085476,0.5759586585,1.8675270587,9.7865676759,1.6901175288e-5,-3.4857929164e-8,-0.0040870227,1.1726702059e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.5402793433,66.6121170688,2.8916390765,0.7214786774,3.6658162403e7,0,219.8253993395,0.4401700067,0.440170008,0.294756721,0.0352602185,0.1101530672,1.802347187e-4,4.91125679e-4,1.596319302e-4,0,0,0,0,-1.2740053186e-6,0.0290570785,6.2,194.7783549651,1.4778322862,5.4689699146e-4,0,-4.3138831728,703.704755619,328.6846867973,0.05,0.1486687
6.79,1582.5927560093,235.1706956454,-18.8481032703,236.1942744799,18.8681426119,133.3912452466,0.0357175777,133.3912500286,2.6776552535e-4,21.9654093239,0.8693726107,0.5759586586,1.8675272644,9.78653135,2.6170639218e-5,-1.2997874253e-8,-0.0038798378,-4.4013860591e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.5246992824,66.6121170688,2.8891261635,0.7187059167,3.6474719579e7,0,217.5717525854,0.4396977633,0.4396977664,0.2948808892,0.0349685106,0.1098483635,2.7893137299e-4,0.0012059201,-3.698816117e-4,0,0,0,0,-1.1573147759e-6,0.0289415206,6.2,194.7783549651,1.4776373211,5.492286107e-4,0,-4.3904670417,702.6269284455,328.6382769727,0.05,0.1491223
6.84,1594.3277694789,234.2306173982,-18.7551804559,235.2542482674,18.7750339839,134.4884320166,0.0362895248,134.4884369127,2.6983379438e-4,21.9221167111,0.8631959021,0.5759586587,1.8675274698,9.7864951698,2.2979880704e-5,0,-0.0034138003,-0.0010189228,23.9147620156,3.342,13.7391303797,0.1132905588,84.5099525958,66.6121170688,2.8867476656,0.7159462499,3.6292406672e7,0,215.3466406595,0.4392324355,0.4392324378,0.2950039963,0.0346821755,0.1095462637,2.4478379001e-4,0.0010531335,4.1625120414e-4,0,0,0,0,-9.0315927973e-7,0.0288265372,6.2,194.7783549651,1.4774534551,5.7445159598e-4,0,-4.466744628,701.553411835,328.5920527554,0.05,0.1495882
6.89,1606.0158947621,233.2951571325,-18.6635759427,234.3188511762,18.6833609047,135.5834608013,0.0368670942,135.5834658137,2.7191438421e-4,21.8790693371,0.8595974209,0.5759586588,1.8675276747,9.7864591345,5.971202268e-6,-2.0507542424e-8,-0.0032234023,-8.2186285949e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.4961113595,66.6121170688,2.8845152082,0.7131995029,3.6112765737e7,0,213.1587006749,0.4387738477,0.4387738479,0.2951260567,0.0344010587,0.1092467323,6.3567844595e-5,1.9426257643e-4,-3.3069823802e-4,0,0,0,0,-8.1166655169e-7,0.0287121188,6.2,194.7783549651,1.4772798825,5.6265621742e-4,0,-4.542717441,700.5143534189,328.5460132307,0.05,0.1500536
6.94,1617.657360888,232.3642392975,-18.573399003,233.3879985734,18.593118847,136.6763408774,0.0374493634,136.676346008,2.7400032946e-4,21.8361666454,0.8561062629,0.5759586589,1.8675278793,9.7864232433,1.0947750383e-5,-1.7225790418e-8,0.003225159,8.8724087459e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.4812251517,66.6121170688,2.8821142069,0.7104654074,3.5935408355e7,0,211.0050171413,0.4383218057,0.4383218062,0.295247089,0.0341249928,0.1089497239,1.1648378363e-4,2.3264291043e-4,1.7242675486e-4,0,0,0,0,8.1904601106e-7,0.0285982587,6.2,194.7783549651,1.4771119847,5.2297333324e-4,0,-4.6183869686,699.5028355478,328.500157497,0.05,0.1505051
6.99,1629.2523934796,231.4378056961,-18.4843320414,232.4616319326,18.5039875958,137.7670790851,0.0380341603,137.7670843353,2.7607582007e-4,21.793403023,0.8526581559,0.575958659,1.8675280834,9.7863874956,2.744138551e-5,0,0.0034986519,5.888389892e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.465862242,66.6121170688,2.8796363183,0.7077438197,3.5759108315e7,0,208.8778856036,0.4378761381,0.4378761415,0.2953671059,0.033853825,0.1086552073,2.9182686323e-4,4.1379548959e-4,6.0544616005e-5,0,0,0,0,9.715429276e-7,0.0284849529,6.2,194.7783549651,1.4769388439,4.7536698324e-4,0,-4.6937546791,698.4953522391,328.4544846644,0.05,0.1509995
7.04,1640.8012151698,230.5157930247,-18.3964920097,231.5396962941,18.4160166108,138.8556844562,0.0386193718,138.8556898267,2.7812596212e-4,21.7508649523,0.8477909809,0.5759586591,1.8675282871,9.7863518907,3.748619524e-5,-9.6642477548e-9,0.0036992359,8.0875311045e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.450998572,66.6121170688,2.8772389521,0.7050345767,3.558385345e7,0,206.7768117291,0.4374366826,0.4374366889,0.2954861209,0.0335874125,0.1083631492,3.9844219968e-4,0.0014858801,4.3895434191e-4,0,0,0,0,1.0948036261e-6,0.0283721921,6.2,194.7783549651,1.476754082,4.4114810099e-4,0,-4.7688220186,697.4918841619,328.4089938567,0.05,0.1514518
7.09,1652.3040453983,229.5981361863,-18.3100494184,230.6221377366,18.3292843661,139.9421709026,0.0392035466,139.9421763939,2.801410422e-4,21.7086681757,0.8394972719,0.5759586592,1.8675284905,9.7863164279,2.9074120677e-5,8.7790170659e-9,0.0041084006,7.3373278644e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.4372857177,66.6121170688,2.8750272014,0.7023375254,3.5409632185e7,0,204.7013185841,0.4370032844,0.4370032881,0.2956041469,0.0333256194,0.108073518,3.0885846822e-4,0.0013543578,-4.2352151163e-4,0,0,0,0,1.3611521511e-6,0.0282599673,6.2,194.7783549651,1.4765550733,4.5870893369e-4,0,-4.8435904132,696.4924122512,328.3636842096,0.05,0.1519118
7.14,1663.7611003012,228.6847701525,-18.2247773395,229.7089033426,18.2436672838,141.0265588808,0.0397873607,141.0265644934,2.8212671408e-4,21.6669373745,0.8299921001,0.5759586592,1.8675286934,9.7862811065,1.4355720228e-5,-1.1495901098e-8,0.0042530368,9.7896062726e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.4240611474,66.6121170688,2.8728942062,0.6996525162,3.5236433158e7,0,202.6509473885,0.4365757943,0.4365757952,0.2957211967,0.033068315,0.1077862827,1.5241685143e-4,3.2831751694e-4,-4.0108888858e-4,0,0,0,0,1.4702991591e-6,0.0281482728,6.2,194.7783549651,1.476343152,4.915054215e-4,0,-4.9180612683,695.4969177214,328.3185548714,0.05,0.1524044
7.19,1675.1725929354,227.7756360572,-18.1407004392,228.7999411501,18.1591709554,142.1088734961,0.0403721353,142.1088792308,2.8409298569e-4,21.6257413524,0.8188268209,0.5759586593,1.867528896,9.7862459259,1.0975451264e-5,-1.2130428445e-8,-0.0038969745,0.0016340985,23.9147620156,3.342,13.7391303797,0.1132905588,84.4103635741,66.6121170688,2.8706849202,0.6969794018,3.5064245197e7,0,200.6252507669,0.4361540691,0.4361540696,0.2958372825,0.0328153739,0.1075014127,1.1646593266e-4,-1.5629586372e-4,-1.4144758787e-4,0,0,0,0,-1.2442463784e-6,0.0280370994,6.2,194.7783549651,1.4761261772,5.031500995e-4,0,-4.9922359689,694.5053820587,328.2736050029,0.05,0.1528855
7.24,1686.5387336372,226.8706853774,-18.0574743331,227.8952001226,18.0756071719,143.1891411756,0.0409583164,143.1891470336,2.8604344532e-4,21.5850493468,0.8094413779,0.5759586594,1.8675290982,9.7862108853,2.5709495544e-5,0,-0.00408641,1.3350609408e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.3958230804,66.6121170688,2.8683396793,0.6943180378,3.4893057322e7,0,198.6237922197,0.4357379704,0.4357379733,0.2959524166,0.0325666756,0.1072188782,2.7268340548e-4,0.0012446766,4.0561078999e-4,0,0,0,0,-1.3790391755e-6,0.0279264453,6.2,194.7783549651,1.4759138296,5.1589261079e-4,0,-5.0661158818,693.517786991,328.2288337756,0.05,0.1533475
7.29,1697.8597305504,225.9698779136,-17.9750243675,226.9946301239,17.9929256351,144.2673846016,0.0415464938,144.2673905839,2.8798257358e-4,21.5447529758,0.8024162873,0.5759586595,1.8675293,9.7861759842,2.9697214237e-5,-8.7822796474e-9,-0.0040247115,-5.22117912e-5,23.9147620156,3.342,13.7391303797,0.1132905588,84.3820081587,66.6121170688,2.8661114661,0.6916682824,3.4722858738e7,0,196.646144776,0.4353273651,0.4353273691,0.2960666109,0.0323221043,0.1069386499,3.1481915226e-4,9.8017321917e-4,2.3725398208e-4,0,0,0,0,-1.348346236e-6,0.027816301,6.2,194.7783549651,1.4757114095,5.454104395e-4,0,-5.1397023607,692.5341144243,328.1842403694,0.05,0.1537995
7.34,1709.1357898163,225.0731732845,-17.8933055255,226.0981818822,17.9110923385,145.3436212056,0.0421377261,145.3436273138,2.899179518e-4,21.5047557088,0.7980263962,0.5759586596,1.8675295014,9.7861412219,2.0532789028e-5,-1.7618273595e-8,-0.0036535617,-5.0412797823e-4,23.9147620156,3.342,13.7391303797,0.1132905588,84.3690481635,66.6121170688,2.8640211443,0.689029996,3.4553638826e7,0,194.6918938094,0.434922125,0.4349221268,0.2961798772,0.0320815487,0.1066606991,2.1755190122e-4,9.5073787257e-4,2.5009032794e-4,0,0,0,0,-1.1199582828e-6,0.0277066603,6.2,194.7783549651,1.4755184856,5.8233149844e-4,0,-5.2129967449,691.5543464546,328.1398239726,0.05,0.1542441
7.39,1720.3671156608,224.1805347764,-17.8123788973,225.2058069596,17.8301309653,146.4178627472,0.0427334214,146.4178689833,2.9185933619e-4,21.4649322309,0.7954421775,0.5759586597,1.8675297024,9.7861065978,6.6852926697e-6,-1.9044404168e-8,-8.368823936e-4,-0.0035254154,23.9147620156,3.342,13.7391303797,0.1132905588,84.3564811239,66.6121170688,2.8619942024,0.6864030417,3.4385387136e7,0,192.760637619,0.434522126,0.4345221262,0.2962922268,0.0318449016,0.1063849976,7.0794969345e-5,1.7852918276e-4,7.1861472186e-5,0,0,0,0,-5.9228778809e-8,0.0275975149,6.2,194.7783549651,1.4753370596,6.2551888928e-4,0,-5.2860003618,690.5784653371,328.0955837808,0.05,0.1547127
7.44,1731.5539104012,223.2919216312,-17.7323404789,224.3174577178,17.750084876,147.4901157188,0.0433351866,147.4901220851,2.9381755629e-4,21.4252087787,0.793482355,0.5759586598,1.8675299031,9.7860721112,2.3197365639e-5,-1.6433765559e-8,0.0032006537,-0.001575862,23.9147620156,3.342,13.7391303797,0.1132905588,84.3423999711,66.6121170688,2.8597230487,0.6837872848,3.4218093384e7,0,190.8519847563,0.4341272487,0.4341272511,0.2964036711,0.0316120599,0.1061115177,2.4553859527e-4,5.0225119404e-4,1.9812771632e-4,0,0,0,0,8.7320118127e-7,0.0274888598,6.2,194.7783549651,1.4751596069,6.629578777e-4,0,-5.3587145266,689.6064534919,328.0515189969,0.05,0.1551666
7.49,1742.6963741495,222.4072862424,-17.6533378172,223.4330873185,17.6710251559,148.5603848909,0.0439443287,148.5603913903,2.9580111433e-4,21.3855917611,0.7904391011,0.5759586599,1.8675301034,9.7860377615,3.9315990209e-5,-1.452593635e-8,0.0035583109,-0.0011250313,23.9147620156,3.342,13.7391303797,0.1132905588,84.3284760714,66.6121170688,2.8574772585,0.6811825928,3.405174745e7,0,188.9655514408,0.4337373777,0.4337373846,0.2965142212,0.0313829244,0.1058402321,4.1595961449e-4,7.1585110018e-4,1.0972732415e-4,0,0,0,0,1.0878171466e-6,0.02738069,6.2,194.7783549651,1.4749757052,6.8398318976e-4,0,-5.4311405399,688.6382935325,328.0076288328,0.05,0.1556303
7.54,1753.7947044322,221.5265732372,-17.5754861596,222.5526497392,17.5930063002,149.6286777007,0.0445614022,149.6286843362,2.9781323733e-4,21.3461766065,0.7849566451,0.57595866,1.8675303034,9.7860035481,4.2268306677e-5,-7.8618227234e-9,0.0040346479,-0.0010454817,23.9147620156,3.342,13.7391303797,0.1132905588,84.3154025987,66.6121170688,2.8553686339,0.6785888355,3.3886339384e7,0,187.1009617987,0.4333524017,0.4333524096,0.296623888,0.0311573993,0.1055711143,4.4697858715e-4,0.0016606528,2.9679102968e-4,0,0,0,0,1.4096419937e-6,0.0272730013,6.2,194.7783549651,1.4747760486,6.8460944894e-4,0,-5.5032796853,687.6739683,327.9639125107,0.05,0.1560941
